Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600083,1
2019,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190700030,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200059,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100097,1
2021,SEP,U.S. Border Patrol,Southern Border,Big Bend Sector,210900010,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600045,2
2019,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,190400008,1
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400087,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500062,1
2020,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,201200033,1
2020,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,200200007,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300055,2
2021,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,210200017,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500044,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100077,2
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600063,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900066,1
2022,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,220100023,1
2019,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,191200022,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200062,2
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700082,2
2022,MAR,U.S. Border Patrol,Northern Border,Swanton Sector,220300064,1
2019,DEC,U.S. Border Patrol,Northern Border,Blaine Sector,191200005,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400003,3
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200083,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300065,1
2021,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,211200019,3
2022,JUL,Office of Field Operations,Southern Border,San Diego Field Office,220700107,1
2020,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,200800007,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000013,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700086,7
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000038,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600067,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400087,1
2019,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,190400001,1
2020,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,200100041,1
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000036,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800029,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800060,1
2020,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,200600040,1
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500014,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600049,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100055,1
2019,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190200040,1
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400086,2
2022,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,220700001,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800092,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300032,1
2021,FEB,Office of Field Operations,Southern Border,Tucson Field Office,210200075,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200061,1
2019,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,190200044,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600070,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600092,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500060,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900087,1
2022,JUL,Office of Field Operations,Southern Border,Tucson Field Office,220700108,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700019,3
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700018,1
2022,JUN,Office of Field Operations,Southern Border,El Paso Field Office,220600077,1
2021,DEC,Office of Field Operations,Southern Border,Laredo Field Office,211200051,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800088,1
2019,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,191200024,1
2020,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200300039,1
2019,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,190200064,1
2020,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,200800014,1
2019,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,190800053,1
2021,MAR,U.S. Border Patrol,Northern Border,Buffalo Sector,210300011,1
2022,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,220200015,1
2019,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,190600043,2
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900012,1
2022,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,220900040,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400046,1
2022,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,221000009,1
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000071,1
2019,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,190800055,3
2020,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,200800019,6
2019,NOV,U.S. Border Patrol,Northern Border,Swanton Sector,191100049,2
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100022,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700015,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800094,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300054,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700059,12
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300037,1
2021,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,210500088,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400075,1
2020,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,200700008,1
2021,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,211100011,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800049,1
2019,JAN,Office of Field Operations,Southern Border,El Paso Field Office,190100081,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100036,1
2020,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,200500009,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500052,1
2021,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,210900029,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900021,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500073,2
2019,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190500040,1
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000027,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200075,3
2020,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,200700052,1
2021,OCT,Office of Field Operations,Southern Border,Laredo Field Office,211000062,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100105,1
2019,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,191200017,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800077,1
2021,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,210500014,1
2022,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220400006,1
2019,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,191200021,1
2019,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,191000024,1
2021,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,210500004,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400050,1
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000037,1
2020,APR,U.S. Border Patrol,Southern Border,Tucson Sector,200400044,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300071,1
2019,APR,U.S. Border Patrol,Southern Border,San Diego Sector,190400060,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400073,1
2021,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,210800009,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400040,2
2021,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,210300005,1
2021,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210600004,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800014,1
2021,NOV,U.S. Border Patrol,Southern Border,Big Bend Sector,211100003,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600064,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800050,1
2019,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,190700023,1
2020,APR,U.S. Border Patrol,Southern Border,Yuma Sector,200400052,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400049,1
2020,APR,Office of Field Operations,Southern Border,Laredo Field Office,200400056,3
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700058,3
2022,APR,Office of Field Operations,Southern Border,San Diego Field Office,220400110,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400057,1
2019,APR,U.S. Border Patrol,Southern Border,Laredo Sector,190400030,1
2019,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,191000003,1
2021,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,210300030,1
2021,APR,U.S. Border Patrol,Southern Border,Yuma Sector,210400085,2
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800031,1
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900001,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100064,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200048,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200060,1
2021,JAN,Office of Field Operations,Coastal/Interior,San Juan Field Office,210100077,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800004,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500046,1
2022,DEC,U.S. Border Patrol,Northern Border,Houlton Sector,221200033,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600044,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200073,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200042,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200086,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200105,2
2019,AUG,Office of Field Operations,Southern Border,San Diego Field Office,190800066,1
2019,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,191200008,1
2020,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,200900011,1
2019,APR,U.S. Border Patrol,Southern Border,Laredo Sector,190400034,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600105,2
2020,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,201200004,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400010,1
2021,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,210800003,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600004,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600036,1
2019,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,191000055,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600069,1
2019,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190800040,2
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000062,1
2019,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,191000059,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700039,3
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900034,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800076,1
2021,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,211100048,2
2020,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200900031,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200091,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900051,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400056,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400043,1
2019,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,190100003,1
2019,AUG,Office of Field Operations,Southern Border,El Paso Field Office,190800061,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500026,1
2020,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,200300050,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400040,1
2020,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,200700003,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100060,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800055,1
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100046,1
2019,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,190300012,1
2020,OCT,Office of Field Operations,Southern Border,San Diego Field Office,201000079,2
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000074,1
2022,MAR,Office of Field Operations,Southern Border,San Diego Field Office,220300099,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800012,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900023,1
2019,OCT,Office of Field Operations,Southern Border,Tucson Field Office,191000074,2
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100041,1
2022,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,220700006,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600033,2
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600089,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000030,1
2019,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190700028,1
2019,AUG,Office of Field Operations,Southern Border,Laredo Field Office,190800060,1
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400089,1
2020,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,200200062,1
2020,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,200300048,1
2020,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,200800008,1
2019,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190400044,1
2019,FEB,Office of Field Operations,Southern Border,San Diego Field Office,190200068,1
2019,APR,U.S. Border Patrol,Southern Border,El Centro Sector,190400016,2
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400076,1
2019,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191100037,1
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700021,1
2021,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,210300029,3
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600056,1
2020,FEB,U.S. Border Patrol,Northern Border,Spokane Sector,200200055,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400085,1
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100053,1
2019,AUG,Office of Field Operations,Southern Border,Tucson Field Office,190800069,1
2019,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190200032,1
2019,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,190200049,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100028,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100081,1
2020,APR,U.S. Border Patrol,Southern Border,San Diego Sector,200400042,2
2021,JUL,Office of Field Operations,Southern Border,El Paso Field Office,210700071,1
2022,OCT,Office of Field Operations,Southern Border,Tucson Field Office,221000084,1
2020,NOV,U.S. Border Patrol,Northern Border,Grand Forks Sector,201100025,1
2022,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,220100025,1
2019,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190200034,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600014,1
2020,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,200900009,1
2019,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,191000058,1
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200013,1
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200012,2
2022,OCT,Office of Field Operations,Southern Border,Laredo Field Office,221000078,6
2019,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,190900023,3
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700072,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800010,1
2020,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,200500041,2
2019,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,191200026,2
2020,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,200300065,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000013,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100044,1
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100014,3
2021,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,210900051,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100067,1
2021,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,210700064,3
2019,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,190300064,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600037,1
2019,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,191100058,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600103,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200067,1
2019,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190100034,1
2021,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,210300018,1
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500013,1
2021,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,211100008,1
2020,JUL,Office of Field Operations,Coastal/Interior,San Francisco Field Office,200700108,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800016,1
2020,SEP,Office of Field Operations,Southern Border,San Diego Field Office,200900061,2
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800027,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400019,1
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800062,1
2021,JUN,U.S. Border Patrol,Northern Border,Grand Forks Sector,210600040,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800059,2
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100085,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700091,1
2019,APR,Office of Field Operations,Southern Border,Laredo Field Office,190400081,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600027,1
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800025,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400079,1
2022,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,220600071,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400079,1
2021,OCT,Office of Field Operations,Southern Border,Laredo Field Office,211000061,1
2021,DEC,Office of Field Operations,Southern Border,Tucson Field Office,211200057,2
2021,DEC,Office of Field Operations,Coastal/Interior,Houston Field Office,211200060,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400009,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200072,1
2022,JAN,U.S. Border Patrol,Southern Border,Big Bend Sector,220100015,1
2019,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190100037,1
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500011,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800045,1
2019,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,190700044,1
2022,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220600010,1
2021,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,210700007,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700012,1
2021,FEB,Office of Field Operations,Southern Border,Laredo Field Office,210200070,1
2019,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,190500021,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000069,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100079,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200099,1
2020,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,201200008,1
2020,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200700049,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200057,1
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900014,1
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200016,2
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500039,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300044,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700054,1
2022,JUN,Office of Field Operations,Southern Border,San Diego Field Office,220600084,1
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300059,1
2020,JUN,Office of Field Operations,Southern Border,Laredo Field Office,200600042,1
2021,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,210100032,1
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900039,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300056,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500062,3
2022,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,220500021,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400052,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300029,1
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900015,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800063,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100057,2
2021,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,210700010,1
2019,APR,U.S. Border Patrol,Southern Border,Laredo Sector,190400033,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000060,1
2020,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200500027,1
2019,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,191200004,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600062,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000032,1
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500019,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400020,1
2019,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,191100001,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200092,1
2021,FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,210200005,1
2019,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,191000061,1
2021,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,210100062,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000070,1
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000039,1
2020,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200600027,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200074,2
2020,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,200800025,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400046,1
2021,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,210600022,1
2019,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190500034,1
2021,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,211200039,1
2022,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,220100026,1
2021,FEB,Office of Field Operations,Southern Border,Tucson Field Office,210200076,1
2019,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,190600052,1
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700073,1
2019,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190400046,1
2019,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,191100046,28
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300049,2
2022,FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,220200006,1
2019,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,191100048,1
2020,JAN,Office of Field Operations,Southern Border,San Diego Field Office,200100073,1
2021,FEB,Office of Field Operations,Southern Border,Laredo Field Office,210200069,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100070,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100066,1
2021,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,211200011,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600090,1
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700074,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900022,2
2022,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,220300017,1
2020,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,200500011,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100032,1
2019,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,190700005,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500005,1
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100047,1
2019,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,190500045,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100051,1
2020,NOV,Office of Field Operations,Southern Border,Laredo Field Office,201100071,1
2021,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,211000049,1
2019,APR,U.S. Border Patrol,Coastal/Interior,Special Operations Group,190400076,1
2019,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,190800043,1
2021,MAR,Office of Field Operations,Southern Border,Laredo Field Office,210300074,1
2019,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,190100073,1
2021,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210300035,1
2021,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,211000052,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600016,1
2020,MAY,U.S. Border Patrol,Northern Border,Buffalo Sector,200500008,1
2019,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,190100025,1
